Source,Target,Weight,Type
034c_mary_anne_and_too_many_boys,055c_jessis_gold_medal,3,undirected
034c_mary_anne_and_too_many_boys,065c_staceys_big_crush,1,undirected
034c_mary_anne_and_too_many_boys,066c_maid_mary_anne,7,undirected
035c_stacey_and_the_mystery_of_stoneybrook,023c_dawn_on_the_coast,4,undirected
035c_stacey_and_the_mystery_of_stoneybrook,040c_claudia_and_the_middle_school_mystery,18,undirected
035c_stacey_and_the_mystery_of_stoneybrook,042c_jessi_and_the_dance_school_phantom,22,undirected
035c_stacey_and_the_mystery_of_stoneybrook,045c_kristy_and_the_baby_parade,43,undirected
036c_jessis_babysitter,003c_the_truth_about_stacey,1,undirected
036c_jessis_babysitter,007c_claudia_and_mean_jeanine,3,undirected
036c_jessis_babysitter,015c_little_miss_stoneybrook_and_dawn,1,undirected
036c_jessis_babysitter,016c_jessis_secret_language,1,undirected
036c_jessis_babysitter,022c_jessi_ramsey_petsitter,2,undirected
036c_jessis_babysitter,029c_mallory_and_the_mystery_diary,11,undirected
036c_jessis_babysitter,030c_mary_anne_and_the_great_romance,1,undirected
036c_jessis_babysitter,031c_dawns_wicked_stepsister,8,undirected
036c_jessis_babysitter,033c_claudia_and_the_great_search,1,undirected
036c_jessis_babysitter,038c_kristys_mystery_admirer,4,undirected
036c_jessis_babysitter,039c_poor_mallory,26,undirected
036c_jessis_babysitter,041c_mary_anne_vs_logan,19,undirected
036c_jessis_babysitter,048c_jessis_wish,28,undirected
036c_jessis_babysitter,051c_staceys_ex_best_friend,6,undirected
036c_jessis_babysitter,052c_mary_anne_plus_too_many_babies,11,undirected
036c_jessis_babysitter,056c_keep_out_claudia,6,undirected
036c_jessis_babysitter,058c_staceys_choice,4,undirected
037c_dawn_and_the_older_boy,002c_claudia_and_the_phantom_phone_calls,1,undirected
037c_dawn_and_the_older_boy,034c_mary_anne_and_too_many_boys,52,undirected
037c_dawn_and_the_older_boy,050c_dawns_big_date,23,undirected
037c_dawn_and_the_older_boy,053c_kristy_for_president,1,undirected
037c_dawn_and_the_older_boy,060c_mary_annes_makeover,2,undirected
037c_dawn_and_the_older_boy,070c_stacey_and_the_cheerleaders,6,undirected
038c_kristys_mystery_admirer,015c_little_miss_stoneybrook_and_dawn,1,undirected
038c_kristys_mystery_admirer,016c_jessis_secret_language,10,undirected
038c_kristys_mystery_admirer,017c_mary_annes_bad_luck_mystery,12,undirected
038c_kristys_mystery_admirer,020c_kristy_and_the_walking_disaster,46,undirected
038c_kristys_mystery_admirer,021c_mallory_and_the_trouble_with_twins,1,undirected
038c_kristys_mystery_admirer,024c_kristy_and_the_mothers_day_surprise,21,undirected
038c_kristys_mystery_admirer,029c_mallory_and_the_mystery_diary,2,undirected
038c_kristys_mystery_admirer,032c_kristy_and_the_secret_of_susan,29,undirected
038c_kristys_mystery_admirer,033c_claudia_and_the_great_search,2,undirected
038c_kristys_mystery_admirer,036c_jessis_babysitter,4,undirected
038c_kristys_mystery_admirer,039c_poor_mallory,44,undirected
038c_kristys_mystery_admirer,046c_mary_anne_misses_logan,7,undirected
038c_kristys_mystery_admirer,051c_staceys_ex_best_friend,25,undirected
038c_kristys_mystery_admirer,056c_keep_out_claudia,11,undirected
038c_kristys_mystery_admirer,071c_claudia_and_the_perfect_boy,2,undirected
039c_poor_mallory,014c_hello_mallory,1,undirected
039c_poor_mallory,031c_dawns_wicked_stepsister,9,undirected
039c_poor_mallory,032c_kristy_and_the_secret_of_susan,1,undirected
039c_poor_mallory,036c_jessis_babysitter,26,undirected
039c_poor_mallory,038c_kristys_mystery_admirer,44,undirected
039c_poor_mallory,051c_staceys_ex_best_friend,11,undirected
039c_poor_mallory,052c_mary_anne_plus_too_many_babies,3,undirected
039c_poor_mallory,056c_keep_out_claudia,6,undirected
040c_claudia_and_the_middle_school_mystery,012c_claudia_and_the_new_girl,6,undirected
040c_claudia_and_the_middle_school_mystery,035c_stacey_and_the_mystery_of_stoneybrook,18,undirected
040c_claudia_and_the_middle_school_mystery,042c_jessi_and_the_dance_school_phantom,59,undirected
040c_claudia_and_the_middle_school_mystery,045c_kristy_and_the_baby_parade,12,undirected
040c_claudia_and_the_middle_school_mystery,053c_kristy_for_president,2,undirected
041c_mary_anne_vs_logan,000c_the_summer_before,2,undirected
041c_mary_anne_vs_logan,005c_dawn_and_the_impossible_three,2,undirected
041c_mary_anne_vs_logan,010c_logan_likes_mary_anne,1,undirected
041c_mary_anne_vs_logan,016c_jessis_secret_language,1,undirected
041c_mary_anne_vs_logan,019c_claudia_and_the_bad_joke,35,undirected
041c_mary_anne_vs_logan,021c_mallory_and_the_trouble_with_twins,3,undirected
041c_mary_anne_vs_logan,023c_dawn_on_the_coast,4,undirected
041c_mary_anne_vs_logan,025c_mary_anne_and_the_search_for_tigger,3,undirected
041c_mary_anne_vs_logan,028c_welcome_back_stacey,12,undirected
041c_mary_anne_vs_logan,029c_mallory_and_the_mystery_diary,1,undirected
041c_mary_anne_vs_logan,030c_mary_anne_and_the_great_romance,8,undirected
041c_mary_anne_vs_logan,033c_claudia_and_the_great_search,3,undirected
041c_mary_anne_vs_logan,036c_jessis_babysitter,19,undirected
041c_mary_anne_vs_logan,043c_staceys_emergency,39,undirected
041c_mary_anne_vs_logan,045c_kristy_and_the_baby_parade,3,undirected
041c_mary_anne_vs_logan,046c_mary_anne_misses_logan,38,undirected
041c_mary_anne_vs_logan,051c_staceys_ex_best_friend,10,undirected
041c_mary_anne_vs_logan,052c_mary_anne_plus_too_many_babies,16,undirected
041c_mary_anne_vs_logan,058c_staceys_choice,2,undirected
042c_jessi_and_the_dance_school_phantom,027c_jessi_and_the_superbrat,19,undirected
042c_jessi_and_the_dance_school_phantom,035c_stacey_and_the_mystery_of_stoneybrook,22,undirected
042c_jessi_and_the_dance_school_phantom,040c_claudia_and_the_middle_school_mystery,59,undirected
042c_jessi_and_the_dance_school_phantom,045c_kristy_and_the_baby_parade,51,undirected
042c_jessi_and_the_dance_school_phantom,053c_kristy_for_president,13,undirected
042c_jessi_and_the_dance_school_phantom,061c_jessi_and_the_awful_secret,7,undirected
043c_staceys_emergency,003c_the_truth_about_stacey,3,undirected
043c_staceys_emergency,012c_claudia_and_the_new_girl,1,undirected
043c_staceys_emergency,019c_claudia_and_the_bad_joke,52,undirected
043c_staceys_emergency,028c_welcome_back_stacey,23,undirected
043c_staceys_emergency,031c_dawns_wicked_stepsister,9,undirected
043c_staceys_emergency,033c_claudia_and_the_great_search,9,undirected
043c_staceys_emergency,041c_mary_anne_vs_logan,39,undirected
043c_staceys_emergency,046c_mary_anne_misses_logan,12,undirected
043c_staceys_emergency,051c_staceys_ex_best_friend,1,undirected
043c_staceys_emergency,058c_staceys_choice,20,undirected
044c_dawn_and_the_big_sleepover,013c_goodbye_stacey_goodbye,1,undirected
044c_dawn_and_the_big_sleepover,023c_dawn_on_the_coast,2,undirected
044c_dawn_and_the_big_sleepover,049c_claudia_and_the_genius_of_elm_street,16,undirected
044c_dawn_and_the_big_sleepover,055c_jessis_gold_medal,39,undirected
044c_dawn_and_the_big_sleepover,057c_dawn_saves_the_planet,4,undirected
044c_dawn_and_the_big_sleepover,065c_staceys_big_crush,1,undirected
044c_dawn_and_the_big_sleepover,067c_dawns_big_move,40,undirected
045c_kristy_and_the_baby_parade,007c_claudia_and_mean_jeanine,2,undirected
045c_kristy_and_the_baby_parade,015c_little_miss_stoneybrook_and_dawn,1,undirected
045c_kristy_and_the_baby_parade,019c_claudia_and_the_bad_joke,1,undirected
045c_kristy_and_the_baby_parade,023c_dawn_on_the_coast,2,undirected
045c_kristy_and_the_baby_parade,027c_jessi_and_the_superbrat,1,undirected
045c_kristy_and_the_baby_parade,035c_stacey_and_the_mystery_of_stoneybrook,43,undirected
045c_kristy_and_the_baby_parade,040c_claudia_and_the_middle_school_mystery,12,undirected
045c_kristy_and_the_baby_parade,041c_mary_anne_vs_logan,3,undirected
045c_kristy_and_the_baby_parade,042c_jessi_and_the_dance_school_phantom,51,undirected
045c_kristy_and_the_baby_parade,049c_claudia_and_the_genius_of_elm_street,4,undirected
045c_kristy_and_the_baby_parade,053c_kristy_for_president,5,undirected
046c_mary_anne_misses_logan,000c_the_summer_before,1,undirected
046c_mary_anne_misses_logan,026c_claudia_and_the_sad_goodbye,3,undirected
046c_mary_anne_misses_logan,029c_mallory_and_the_mystery_diary,10,undirected
046c_mary_anne_misses_logan,033c_claudia_and_the_great_search,11,undirected
046c_mary_anne_misses_logan,038c_kristys_mystery_admirer,7,undirected
046c_mary_anne_misses_logan,041c_mary_anne_vs_logan,38,undirected
046c_mary_anne_misses_logan,043c_staceys_emergency,12,undirected
046c_mary_anne_misses_logan,051c_staceys_ex_best_friend,4,undirected
046c_mary_anne_misses_logan,052c_mary_anne_plus_too_many_babies,6,undirected
047c_mallory_on_strike,023c_dawn_on_the_coast,1,undirected
047c_mallory_on_strike,054c_mallory_and_the_dream_horse,59,undirected
047c_mallory_on_strike,057c_dawn_saves_the_planet,7,undirected
047c_mallory_on_strike,062c_kristy_and_the_worst_kid_ever,1,undirected
047c_mallory_on_strike,064c_dawns_family_feud,25,undirected
047c_mallory_on_strike,069c_get_well_soon_mallory,49,undirected
048c_jessis_wish,024c_kristy_and_the_mothers_day_surprise,2,undirected
048c_jessis_wish,032c_kristy_and_the_secret_of_susan,9,undirected
048c_jessis_wish,036c_jessis_babysitter,28,undirected
048c_jessis_wish,051c_staceys_ex_best_friend,29,undirected
048c_jessis_wish,056c_keep_out_claudia,1,undirected
048c_jessis_wish,058c_staceys_choice,12,undirected
049c_claudia_and_the_genius_of_elm_street,019c_claudia_and_the_bad_joke,2,undirected
049c_claudia_and_the_genius_of_elm_street,034c_mary_anne_and_too_many_boys,4,undirected
049c_claudia_and_the_genius_of_elm_street,044c_dawn_and_the_big_sleepover,16,undirected
049c_claudia_and_the_genius_of_elm_street,045c_kristy_and_the_baby_parade,4,undirected
049c_claudia_and_the_genius_of_elm_street,055c_jessis_gold_medal,13,undirected
049c_claudia_and_the_genius_of_elm_street,060c_mary_annes_makeover,20,undirected
049c_claudia_and_the_genius_of_elm_street,062c_kristy_and_the_worst_kid_ever,2,undirected
049c_claudia_and_the_genius_of_elm_street,065c_staceys_big_crush,8,undirected
049c_claudia_and_the_genius_of_elm_street,066c_maid_mary_anne,1,undirected
049c_claudia_and_the_genius_of_elm_street,070c_stacey_and_the_cheerleaders,42,undirected
050c_dawns_big_date,034c_mary_anne_and_too_many_boys,12,undirected
050c_dawns_big_date,037c_dawn_and_the_older_boy,23,undirected
050c_dawns_big_date,059c_mallory_hates_boys_and_gym,35,undirected
050c_dawns_big_date,061c_jessi_and_the_awful_secret,47,undirected
050c_dawns_big_date,066c_maid_mary_anne,2,undirected
050c_dawns_big_date,068c_jessi_and_the_bad_babysitter,3,undirected
050c_dawns_big_date,070c_stacey_and_the_cheerleaders,2,undirected
050c_dawns_big_date,071c_claudia_and_the_perfect_boy,56,undirected
051c_staceys_ex_best_friend,015c_little_miss_stoneybrook_and_dawn,7,undirected
051c_staceys_ex_best_friend,036c_jessis_babysitter,6,undirected
051c_staceys_ex_best_friend,038c_kristys_mystery_admirer,25,undirected
051c_staceys_ex_best_friend,039c_poor_mallory,11,undirected
051c_staceys_ex_best_friend,041c_mary_anne_vs_logan,10,undirected
051c_staceys_ex_best_friend,043c_staceys_emergency,1,undirected
051c_staceys_ex_best_friend,046c_mary_anne_misses_logan,4,undirected
051c_staceys_ex_best_friend,048c_jessis_wish,29,undirected
051c_staceys_ex_best_friend,052c_mary_anne_plus_too_many_babies,9,undirected
051c_staceys_ex_best_friend,056c_keep_out_claudia,47,undirected
051c_staceys_ex_best_friend,058c_staceys_choice,30,undirected
052c_mary_anne_plus_too_many_babies,019c_claudia_and_the_bad_joke,11,undirected
052c_mary_anne_plus_too_many_babies,029c_mallory_and_the_mystery_diary,1,undirected
052c_mary_anne_plus_too_many_babies,030c_mary_anne_and_the_great_romance,2,undirected
052c_mary_anne_plus_too_many_babies,033c_claudia_and_the_great_search,1,undirected
052c_mary_anne_plus_too_many_babies,036c_jessis_babysitter,11,undirected
052c_mary_anne_plus_too_many_babies,039c_poor_mallory,3,undirected
052c_mary_anne_plus_too_many_babies,041c_mary_anne_vs_logan,16,undirected
052c_mary_anne_plus_too_many_babies,046c_mary_anne_misses_logan,6,undirected
052c_mary_anne_plus_too_many_babies,051c_staceys_ex_best_friend,9,undirected
053c_kristy_for_president,034c_mary_anne_and_too_many_boys,4,undirected
053c_kristy_for_president,037c_dawn_and_the_older_boy,1,undirected
053c_kristy_for_president,040c_claudia_and_the_middle_school_mystery,2,undirected
053c_kristy_for_president,042c_jessi_and_the_dance_school_phantom,13,undirected
053c_kristy_for_president,045c_kristy_and_the_baby_parade,5,undirected
053c_kristy_for_president,055c_jessis_gold_medal,2,undirected
053c_kristy_for_president,062c_kristy_and_the_worst_kid_ever,13,undirected
053c_kristy_for_president,063c_claudias_freind_friend,53,undirected
053c_kristy_for_president,066c_maid_mary_anne,18,undirected
054c_mallory_and_the_dream_horse,027c_jessi_and_the_superbrat,1,undirected
054c_mallory_and_the_dream_horse,034c_mary_anne_and_too_many_boys,3,undirected
054c_mallory_and_the_dream_horse,047c_mallory_on_strike,59,undirected
054c_mallory_and_the_dream_horse,057c_dawn_saves_the_planet,31,undirected
054c_mallory_and_the_dream_horse,059c_mallory_hates_boys_and_gym,13,undirected
054c_mallory_and_the_dream_horse,065c_staceys_big_crush,2,undirected
054c_mallory_and_the_dream_horse,069c_get_well_soon_mallory,7,undirected
055c_jessis_gold_medal,010c_logan_likes_mary_anne,1,undirected
055c_jessis_gold_medal,027c_jessi_and_the_superbrat,2,undirected
055c_jessis_gold_medal,029c_mallory_and_the_mystery_diary,3,undirected
055c_jessis_gold_medal,034c_mary_anne_and_too_many_boys,3,undirected
055c_jessis_gold_medal,044c_dawn_and_the_big_sleepover,39,undirected
055c_jessis_gold_medal,049c_claudia_and_the_genius_of_elm_street,13,undirected
055c_jessis_gold_medal,053c_kristy_for_president,2,undirected
055c_jessis_gold_medal,065c_staceys_big_crush,6,undirected
055c_jessis_gold_medal,067c_dawns_big_move,33,undirected
055c_jessis_gold_medal,070c_stacey_and_the_cheerleaders,19,undirected
056c_keep_out_claudia,032c_kristy_and_the_secret_of_susan,9,undirected
056c_keep_out_claudia,036c_jessis_babysitter,6,undirected
056c_keep_out_claudia,038c_kristys_mystery_admirer,11,undirected
056c_keep_out_claudia,039c_poor_mallory,6,undirected
056c_keep_out_claudia,048c_jessis_wish,1,undirected
056c_keep_out_claudia,051c_staceys_ex_best_friend,47,undirected
057c_dawn_saves_the_planet,013c_goodbye_stacey_goodbye,1,undirected
057c_dawn_saves_the_planet,029c_mallory_and_the_mystery_diary,2,undirected
057c_dawn_saves_the_planet,044c_dawn_and_the_big_sleepover,4,undirected
057c_dawn_saves_the_planet,047c_mallory_on_strike,7,undirected
057c_dawn_saves_the_planet,054c_mallory_and_the_dream_horse,31,undirected
057c_dawn_saves_the_planet,064c_dawns_family_feud,19,undirected
057c_dawn_saves_the_planet,069c_get_well_soon_mallory,50,undirected
058c_staceys_choice,031c_dawns_wicked_stepsister,2,undirected
058c_staceys_choice,032c_kristy_and_the_secret_of_susan,1,undirected
058c_staceys_choice,036c_jessis_babysitter,4,undirected
058c_staceys_choice,041c_mary_anne_vs_logan,2,undirected
058c_staceys_choice,043c_staceys_emergency,20,undirected
058c_staceys_choice,048c_jessis_wish,12,undirected
058c_staceys_choice,051c_staceys_ex_best_friend,30,undirected
059c_mallory_hates_boys_and_gym,028c_welcome_back_stacey,1,undirected
059c_mallory_hates_boys_and_gym,050c_dawns_big_date,35,undirected
059c_mallory_hates_boys_and_gym,054c_mallory_and_the_dream_horse,13,undirected
059c_mallory_hates_boys_and_gym,061c_jessi_and_the_awful_secret,43,undirected
059c_mallory_hates_boys_and_gym,068c_jessi_and_the_bad_babysitter,3,undirected
059c_mallory_hates_boys_and_gym,070c_stacey_and_the_cheerleaders,6,undirected
059c_mallory_hates_boys_and_gym,071c_claudia_and_the_perfect_boy,5,undirected
060c_mary_annes_makeover,037c_dawn_and_the_older_boy,2,undirected
060c_mary_annes_makeover,049c_claudia_and_the_genius_of_elm_street,20,undirected
060c_mary_annes_makeover,065c_staceys_big_crush,36,undirected
060c_mary_annes_makeover,070c_stacey_and_the_cheerleaders,60,undirected
061c_jessi_and_the_awful_secret,042c_jessi_and_the_dance_school_phantom,7,undirected
061c_jessi_and_the_awful_secret,050c_dawns_big_date,47,undirected
061c_jessi_and_the_awful_secret,059c_mallory_hates_boys_and_gym,43,undirected
061c_jessi_and_the_awful_secret,068c_jessi_and_the_bad_babysitter,26,undirected
061c_jessi_and_the_awful_secret,071c_claudia_and_the_perfect_boy,28,undirected
062c_kristy_and_the_worst_kid_ever,047c_mallory_on_strike,1,undirected
062c_kristy_and_the_worst_kid_ever,049c_claudia_and_the_genius_of_elm_street,2,undirected
062c_kristy_and_the_worst_kid_ever,053c_kristy_for_president,13,undirected
062c_kristy_and_the_worst_kid_ever,063c_claudias_freind_friend,35,undirected
062c_kristy_and_the_worst_kid_ever,066c_maid_mary_anne,32,undirected
063c_claudias_freind_friend,012c_claudia_and_the_new_girl,9,undirected
063c_claudias_freind_friend,053c_kristy_for_president,53,undirected
063c_claudias_freind_friend,062c_kristy_and_the_worst_kid_ever,35,undirected
063c_claudias_freind_friend,066c_maid_mary_anne,56,undirected
064c_dawns_family_feud,008c_boy_crazy_stacey,4,undirected
064c_dawns_family_feud,047c_mallory_on_strike,25,undirected
064c_dawns_family_feud,057c_dawn_saves_the_planet,19,undirected
064c_dawns_family_feud,069c_get_well_soon_mallory,26,undirected
065c_staceys_big_crush,034c_mary_anne_and_too_many_boys,1,undirected
065c_staceys_big_crush,044c_dawn_and_the_big_sleepover,1,undirected
065c_staceys_big_crush,049c_claudia_and_the_genius_of_elm_street,8,undirected
065c_staceys_big_crush,054c_mallory_and_the_dream_horse,2,undirected
065c_staceys_big_crush,055c_jessis_gold_medal,6,undirected
065c_staceys_big_crush,060c_mary_annes_makeover,36,undirected
065c_staceys_big_crush,067c_dawns_big_move,46,undirected
065c_staceys_big_crush,070c_stacey_and_the_cheerleaders,22,undirected
066c_maid_mary_anne,019c_claudia_and_the_bad_joke,10,undirected
066c_maid_mary_anne,032c_kristy_and_the_secret_of_susan,1,undirected
066c_maid_mary_anne,034c_mary_anne_and_too_many_boys,7,undirected
066c_maid_mary_anne,049c_claudia_and_the_genius_of_elm_street,1,undirected
066c_maid_mary_anne,050c_dawns_big_date,2,undirected
066c_maid_mary_anne,053c_kristy_for_president,18,undirected
066c_maid_mary_anne,062c_kristy_and_the_worst_kid_ever,32,undirected
066c_maid_mary_anne,063c_claudias_freind_friend,56,undirected
067c_dawns_big_move,023c_dawn_on_the_coast,9,undirected
067c_dawns_big_move,044c_dawn_and_the_big_sleepover,40,undirected
067c_dawns_big_move,055c_jessis_gold_medal,33,undirected
067c_dawns_big_move,065c_staceys_big_crush,46,undirected
067c_dawns_big_move,070c_stacey_and_the_cheerleaders,15,undirected
068c_jessi_and_the_bad_babysitter,007c_claudia_and_mean_jeanine,4,undirected
068c_jessi_and_the_bad_babysitter,019c_claudia_and_the_bad_joke,23,undirected
068c_jessi_and_the_bad_babysitter,022c_jessi_ramsey_petsitter,6,undirected
068c_jessi_and_the_bad_babysitter,050c_dawns_big_date,3,undirected
068c_jessi_and_the_bad_babysitter,059c_mallory_hates_boys_and_gym,3,undirected
068c_jessi_and_the_bad_babysitter,061c_jessi_and_the_awful_secret,26,undirected
068c_jessi_and_the_bad_babysitter,071c_claudia_and_the_perfect_boy,5,undirected
069c_get_well_soon_mallory,013c_goodbye_stacey_goodbye,3,undirected
069c_get_well_soon_mallory,021c_mallory_and_the_trouble_with_twins,2,undirected
069c_get_well_soon_mallory,047c_mallory_on_strike,49,undirected
069c_get_well_soon_mallory,054c_mallory_and_the_dream_horse,7,undirected
069c_get_well_soon_mallory,057c_dawn_saves_the_planet,50,undirected
069c_get_well_soon_mallory,064c_dawns_family_feud,26,undirected
070c_stacey_and_the_cheerleaders,027c_jessi_and_the_superbrat,4,undirected
070c_stacey_and_the_cheerleaders,037c_dawn_and_the_older_boy,6,undirected
070c_stacey_and_the_cheerleaders,049c_claudia_and_the_genius_of_elm_street,42,undirected
070c_stacey_and_the_cheerleaders,050c_dawns_big_date,2,undirected
070c_stacey_and_the_cheerleaders,055c_jessis_gold_medal,19,undirected
070c_stacey_and_the_cheerleaders,059c_mallory_hates_boys_and_gym,6,undirected
070c_stacey_and_the_cheerleaders,060c_mary_annes_makeover,60,undirected
070c_stacey_and_the_cheerleaders,065c_staceys_big_crush,22,undirected
070c_stacey_and_the_cheerleaders,067c_dawns_big_move,15,undirected
071c_claudia_and_the_perfect_boy,038c_kristys_mystery_admirer,2,undirected
071c_claudia_and_the_perfect_boy,050c_dawns_big_date,56,undirected
071c_claudia_and_the_perfect_boy,059c_mallory_hates_boys_and_gym,5,undirected
071c_claudia_and_the_perfect_boy,061c_jessi_and_the_awful_secret,28,undirected
071c_claudia_and_the_perfect_boy,068c_jessi_and_the_bad_babysitter,5,undirected
